PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,RESPONSE_VALUE_MEKK2MT
RESULT_TYPE,,,,,,,FLOAT
RESULT_DESCR,,,,,,,Percent response of Alexa488-MEK5 binding to MEKK2 Mutant
RESULT_UNIT,,,,,,,PERCENT
RESULT_ATTR_CONC_MICROMOL,,,,,,,10
3481,24780582,16187396,Inactive,2,,,9
3482,24780592,2831031,Inactive,12,,,-5
3483,24780607,1093325,Inactive,6,,,1
3484,24780615,2911896,Inactive,1,,,6
3485,24780624,3097522,Inactive,5,,,2
3486,24780638,135417625,Inactive,2,,,9
3487,24780776,760235,Inactive,10,,,-3
3488,24780797,16187402,Inactive,35,,,-28
3489,24780798,1160633,Inactive,32,,,-25
3490,24780882,2962203,Inactive,3,,,4
3491,24780943,1527038,Inactive,11,,,-4
3492,24780962,2882841,Inactive,0,,,7
3493,24780986,4915939,Inactive,6,,,1
3494,24781027,9553742,Inactive,5,,,12
3495,24781104,2366465,Inactive,9,,,-2
3496,24781135,6061957,Inactive,1,,,8
3497,24781268,16187466,Inactive,34,,,41
3498,24781281,16187479,Inactive,12,,,19
3499,24781345,1007227,Inactive,21,,,-14
3500,24781399,135460447,Inactive,7,,,0
3501,24781404,765457,Inactive,1,,,6
3502,24781434,671628,Inactive,8,,,-1
3503,24781455,16187525,Inactive,39,,,46
3504,24781460,16187530,Inactive,31,,,38
3505,24781497,16187547,Inactive,23,,,30
3506,24781573,16187594,Inactive,6,,,1
3507,24781588,4916977,Inactive,6,,,1
3508,24781599,16187610,Inactive,18,,,25
3509,24781680,4830883,Inactive,2,,,5
3510,24781757,406463,Inactive,5,,,2
3511,24781761,748102,Inactive,4,,,3
3512,24781783,16187651,Inactive,4,,,3
3513,24781822,16187656,Active,66,,Activator,73
3514,24781855,16187666,Inactive,15,,,22
3515,24781922,5294933,Inactive,15,,,-8
3516,24781997,16187710,Active,95,,Inhibitor,-88
3517,24782030,16187728,Inactive,3,,,4
3518,24782050,5333964,Inactive,10,,,-3
3519,24782057,135460456,Inactive,3,,,4
3520,24782089,16187749,Inactive,34,,,41
3521,24782097,16187754,Inactive,39,,,-32
3522,24782122,10000306,Active,66,,Activator,73
3523,24782219,1509288,Inactive,21,,,28
3524,24782277,774424,Inactive,8,,,-1
3525,24782347,135460460,Inactive,15,,,-8
3526,24782354,16187858,Inactive,30,,,37
3527,24782383,1315190,Inactive,18,,,-11
3528,24782430,16187868,Inactive,56,,,63
3529,24782498,16187879,Inactive,23,,,30
3530,24782549,2937413,Inactive,15,,,-8
3531,24782578,2194734,Inactive,14,,,-7
3532,24782629,727815,Inactive,0,,,7
3533,24782638,2858538,Inactive,11,,,-4
3534,24782671,1380898,Inactive,51,,,58
3535,24782826,6256902,Inactive,27,,,-20
3536,24782890,5123666,Inactive,27,,,34
3537,24782952,16187986,Inactive,22,,,29
3538,24782993,16188007,Inactive,17,,,24
3539,24782999,16188010,Inactive,8,,,15
3540,24783031,16188023,Inactive,2,,,9
3541,24783034,16188025,Inactive,9,,,-2
3542,24783035,16188026,Inactive,11,,,-4
3543,24783092,16188057,Inactive,10,,,-3
3544,24783126,6622573,Inactive,13,,,-6
3545,24783166,16188084,Inactive,7,,,14
3546,24783174,6622499,Inactive,14,,,21
3547,24783284,16188108,Inactive,29,,,-22
3548,24783345,3415954,Inactive,5,,,2
3549,24783413,16188137,Inactive,15,,,22
3550,24783421,16188141,Inactive,8,,,15
3551,24783454,1503746,Inactive,5,,,2
3552,24783507,16188155,Inactive,1,,,6
3553,24783532,16188161,Inactive,5,,,2
3554,24783578,2943776,Inactive,3,,,10
3555,24783584,2948835,Inactive,9,,,-2
3556,24783648,16188203,Active,72,,Activator,79
3557,24783681,16188215,Inactive,4,,,11
3558,24783720,16188232,Inactive,8,,,15
3559,24783724,2200408,Inactive,14,,,21
3560,24783729,2963371,Inactive,15,,,-8
3561,24783831,9586457,Inactive,34,,,41
3562,24783866,799893,Inactive,8,,,15
3563,24783909,2493148,Inactive,3,,,10
3564,24783919,16188270,Active,70,,Activator,77
3565,24784036,5741119,Inactive,14,,,-7
3566,24784047,16188309,Inactive,19,,,26
3567,24784067,3132115,Inactive,10,,,-3
3568,24784184,7200044,Inactive,12,,,-5
3569,24784334,16188406,Inactive,0,,,7
3570,24784394,16188427,Inactive,7,,,14
3571,24784440,5850032,Inactive,6,,,1
3572,24784468,2360029,Inactive,16,,,-9
3573,24784507,2852964,Inactive,2,,,5
3574,24784708,4971252,Inactive,15,,,-8
3575,24784709,5035618,Inactive,15,,,-8
3576,24784727,2596883,Inactive,5,,,2
3577,24784728,4223552,Inactive,16,,,-9
3578,24784877,2059895,Inactive,2,,,5
3579,24785011,1269634,Inactive,7,,,14
3580,24785047,16188612,Inactive,5,,,12
3581,24785112,16188657,Inactive,10,,,17
3582,24785311,16188790,Inactive,9,,,16
3583,24785461,15996185,Inactive,15,,,-8
3584,24785466,2189900,Inactive,39,,,-32
3585,24785515,16188857,Active,64,,Activator,71
3586,24785547,2962373,Inactive,26,,,33
3587,24785660,2941574,Inactive,23,,,30
3588,24785748,1344475,Inactive,10,,,-3
3589,24785772,3278258,Inactive,13,,,20
3590,24785775,9679510,Inactive,6,,,13
3591,24785781,1291586,Inactive,4,,,3
3592,24785789,135460533,Inactive,14,,,-7
3593,24785799,971628,Inactive,13,,,-6
3594,24785808,5738261,Inactive,19,,,-12
3595,24785837,2939108,Inactive,10,,,-3
3596,24785904,9642757,Inactive,4,,,3
3597,24785954,5347679,Inactive,7,,,14
3598,24785969,2884333,Inactive,29,,,36
3599,24785974,2951028,Inactive,40,,,47
3600,24785983,6883489,Inactive,12,,,-5
3601,24786006,2963402,Inactive,14,,,-7
3602,24786013,974177,Inactive,8,,,-1
3603,24786060,1306676,Inactive,10,,,-3
3604,24786094,2168621,Inactive,5,,,2
3605,24786179,16188982,Inactive,5,,,2
3606,24786203,16189006,Inactive,11,,,-4
3607,24786441,16189172,Inactive,27,,,-20
3608,24786504,16189221,Inactive,17,,,24
3609,24786578,6874164,Inactive,3,,,10
3610,24786739,856583,Inactive,3,,,4
3611,24786782,135460547,Inactive,6,,,13
3612,24787020,734447,Inactive,11,,,-4
3613,24787041,3223746,Inactive,36,,,43
3614,24787044,744195,Inactive,10,,,-3
3615,24787078,2952108,Inactive,9,,,-2
3616,24787079,2952131,Inactive,47,,,54
3617,24787100,2204725,Inactive,6,,,1
3618,24787170,135417630,Inactive,7,,,0
3619,24787341,2952095,Inactive,1,,,6
3620,24787354,1870190,Inactive,7,,,0
3621,24787467,2962627,Inactive,8,,,15
3622,24787481,2962427,Inactive,18,,,25
3623,24787513,2963050,Inactive,8,,,15
3624,24787547,1307881,Inactive,12,,,-5
3625,24787592,2938772,Inactive,11,,,-4
3626,24787866,1241813,Inactive,1,,,8
3627,24787880,2992399,Inactive,13,,,-6
3628,24787887,855012,Inactive,8,,,-1
3629,24787931,2944396,Inactive,9,,,16
3630,24788024,16189300,Inactive,2,,,5
3631,24788046,1207158,Inactive,1,,,6
3632,24788058,984326,Inactive,22,,,-15
3633,24788136,21170120,Inactive,13,,,-6
3634,24788150,4313559,Inactive,5,,,2
3635,24788182,2929456,Inactive,9,,,-2
3636,24788254,2951020,Inactive,20,,,27
3637,24788307,2952991,Inactive,29,,,36
3638,24788321,4648579,Inactive,48,,,55
3639,24788410,2236599,Inactive,9,,,-2
3640,24788433,1014782,Inactive,7,,,0
3641,24788456,16189332,Active,93,,Activator,100
3642,24788457,16189333,Inactive,60,,,67
3643,24788486,2928811,Inactive,7,,,0
3644,24788493,5727434,Inactive,7,,,0
3645,24788512,2186033,Inactive,9,,,-2
3646,24788577,1288098,Inactive,12,,,19
3647,24788628,1070449,Inactive,8,,,-1
3648,24788651,16189342,Inactive,5,,,2
3649,24788654,16010697,Inactive,2,,,9
3650,24788658,16189345,Inactive,7,,,0
3651,24788774,4727170,Inactive,8,,,-1
3652,24788831,4323731,Inactive,17,,,-10
3653,24788835,135460597,Inactive,15,,,-8
3654,24789214,16189402,Inactive,57,,,64
3655,24789215,16189403,Inactive,14,,,21
3656,24789243,16189410,Inactive,19,,,26
3657,24789259,16189413,Inactive,1,,,6
3658,24789298,2942115,Inactive,7,,,0
3659,24789301,2221195,Inactive,22,,,-15
3660,24789320,2949619,Inactive,7,,,0
3661,24789326,2949708,Inactive,27,,,34
3662,24789351,3146822,Inactive,6,,,1
3663,24789445,5760382,Inactive,11,,,-4
3664,24789586,5337444,Inactive,10,,,-3
3665,24789596,2963428,Inactive,13,,,-6
3666,24789603,1081283,Inactive,5,,,2
3667,24789617,3157966,Inactive,5,,,2
3668,24789671,899001,Inactive,7,,,0
3669,24789731,1093329,Inactive,3,,,4
3670,24789775,3150631,Inactive,1,,,6
3671,24789793,135421697,Inactive,10,,,-3
3672,24789815,16189446,Inactive,2,,,5
3673,24789952,4463579,Inactive,18,,,-11
3674,24789993,16189474,Active,72,,Activator,79
3675,24790041,3632527,Inactive,8,,,-1
3676,24790043,4134680,Inactive,6,,,1
3677,24790057,16007527,Inactive,15,,,-8
3678,24790269,1168306,Inactive,6,,,1
3679,24790372,2970509,Inactive,8,,,-1
3680,24790462,16189549,Inactive,8,,,-1
3681,24790560,9553757,Inactive,41,,,48
3682,24790575,3135077,Inactive,4,,,3
3683,24790583,3215892,Inactive,3,,,4
3684,24790628,16189576,Inactive,6,,,13
3685,24790634,2882626,Inactive,4,,,3
3686,24790650,2062299,Inactive,6,,,1
3687,24790679,16189578,Inactive,31,,,38
3688,24790680,16189579,Active,70,,Activator,77
3689,24790694,5331470,Inactive,2,,,5
3690,24790829,16189591,Inactive,14,,,-7
3691,24790908,4661980,Inactive,18,,,-11
3692,24790989,857158,Inactive,10,,,-3
3693,24791033,2889687,Inactive,10,,,-3
3694,24791119,2148549,Inactive,9,,,-2
3695,24791145,846186,Inactive,5,,,12
3696,24791331,4264201,Inactive,9,,,-2
3697,24791397,4797040,Inactive,0,,,7
3698,24791440,1976446,Inactive,5,,,2
3699,24791441,1873079,Inactive,10,,,-3
3700,24791516,3757714,Inactive,35,,,-28
3701,24791653,6883649,Inactive,8,,,-1
3702,24791814,2127157,Inactive,33,,,-26
3703,24791829,16237217,Inactive,16,,,-9
3704,24791861,6153896,Inactive,25,,,-18
3705,24791916,9666302,Inactive,8,,,15
3706,24791961,2204254,Inactive,1,,,6
3707,24792054,1718169,Inactive,13,,,-6
3708,24792251,5344786,Inactive,14,,,21
3709,24792429,2098777,Inactive,9,,,-2
3710,24792635,2209298,Inactive,34,,,-27
3711,24792650,2996944,Inactive,3,,,4
3712,24792709,971230,Inactive,12,,,-5
3713,24792766,893674,Inactive,2,,,5
3714,24792862,1587961,Inactive,27,,,34
3715,24792869,1259851,Inactive,4,,,3
3716,24792965,973553,Inactive,7,,,0
3717,24792988,2956301,Inactive,13,,,20
3718,24793031,6470104,Inactive,4,,,3
3719,24793247,2949667,Inactive,1,,,6
3720,24793306,847944,Inactive,14,,,-7
3721,24793327,939072,Inactive,13,,,-6
3722,24793339,2162941,Inactive,12,,,-5
3723,24793403,135433280,Inactive,15,,,-8
3724,24793418,5351052,Inactive,7,,,0
3725,24793480,1509639,Inactive,10,,,-3
3726,24793511,1985867,Inactive,5,,,12
3727,24793518,898290,Inactive,1,,,6
3728,24793553,2930740,Inactive,5,,,2
3729,24793555,896852,Inactive,6,,,1
3730,24793600,2792832,Inactive,6,,,1
3731,24793664,1000819,Inactive,16,,,-9
3732,24793810,2195892,Inactive,8,,,-1
3733,24793918,261297,Inactive,18,,,25
3734,24793941,2955709,Inactive,4,,,3
3735,24794127,16189705,Inactive,25,,,32
3736,24794144,2959810,Inactive,35,,,42
3737,24794356,1258999,Inactive,6,,,13
3738,24794484,972588,Inactive,12,,,-5
3739,24794544,2978664,Inactive,7,,,0
3740,24794606,941720,Inactive,23,,,-16
3741,24794625,6465361,Inactive,11,,,-4
3742,24794699,1017506,Inactive,31,,,38
3743,24794811,2974984,Inactive,25,,,32
3744,24794916,2223214,Inactive,18,,,25
3745,24794933,5296048,Inactive,36,,,43
3746,24795080,1261580,Inactive,1,,,6
3747,24795101,2965336,Inactive,1,,,6
3748,24795174,5741350,Inactive,61,,,68
3749,24795257,2981199,Inactive,28,,,35
3750,24795330,2949414,Inactive,3,,,10
3751,24795463,2965659,Inactive,9,,,-2
3752,24795681,2935648,Inactive,10,,,17
3753,24795842,2973487,Inactive,3,,,10
3754,24795845,2935862,Inactive,10,,,17
3755,24796055,888838,Inactive,14,,,-7
3756,24796153,2882229,Inactive,1,,,8
3757,24796318,2957460,Inactive,9,,,-2
3758,24796409,2982208,Active,66,,Activator,73
3759,24796485,3224560,Inactive,7,,,0
3760,24796519,2982231,Inactive,26,,,33
3761,24796784,2211279,Inactive,5,,,2
3762,24796908,2957979,Inactive,6,,,13
3763,24796987,2980785,Inactive,6,,,13
3764,24797234,2868839,Inactive,2,,,5
3765,24797250,16189759,Inactive,4,,,11
3766,24797341,2187440,Inactive,40,,,-33
3767,24797449,2957378,Inactive,8,,,-1
3768,24797594,2916225,Inactive,10,,,-3
3769,24797727,2947882,Inactive,23,,,30
3770,24797975,16189890,Inactive,8,,,-1
3771,24798067,16189933,Inactive,4,,,11
3772,24798157,16189984,Inactive,7,,,0
3773,24798276,135433347,Inactive,6,,,1
3774,24798325,16189996,Inactive,14,,,21
3775,24798349,16190020,Inactive,17,,,-10
3776,24798352,16190023,Inactive,10,,,-3
3777,24798387,16190058,Inactive,12,,,-5
3778,24798517,16190188,Inactive,3,,,4
3779,24798653,16190324,Inactive,7,,,0
3780,24798677,16190348,Inactive,49,,,56
3781,24798709,16190380,Inactive,2,,,5
3782,24798773,16190444,Inactive,3,,,10
3783,24798783,16190454,Inactive,7,,,0
3784,24798802,16190473,Inactive,8,,,15
3785,24798811,16190482,Inactive,5,,,2
3786,24798870,16190541,Inactive,62,,,69
3787,24798923,16190594,Inactive,43,,,50
3788,24798993,16190664,Inactive,0,,,7
3789,24799032,16190703,Inactive,13,,,20
3790,24799034,16190705,Inactive,36,,,43
3791,24799094,16190765,Inactive,4,,,11
3792,24799120,16190791,Inactive,24,,,31
3793,24799158,16190829,Inactive,12,,,-5
3794,24799191,16190862,Inactive,0,,,7
3795,24799209,16190880,Inactive,2,,,5
3796,24799216,16190887,Inactive,4,,,11
3797,24799257,16190928,Inactive,10,,,17
3798,24799264,16190935,Inactive,16,,,23
3799,24799269,16190940,Inactive,27,,,34
3800,24799358,16191029,Inactive,50,,,57
3801,24799487,16191158,Inactive,21,,,28
3802,24799493,16191164,Inactive,12,,,19
3803,24799552,16191223,Inactive,13,,,20
3804,24799621,16191292,Inactive,8,,,15
3805,24799644,16191315,Inactive,10,,,17
3806,24799757,16191427,Inactive,4,,,11
3807,24799778,16191448,Inactive,2,,,9
3808,24799789,16191459,Inactive,55,,,62
3809,24799819,16191489,Inactive,2,,,9
3810,24799828,16191498,Inactive,2,,,9
3811,24799978,16191648,Inactive,10,,,17
3812,24800001,16191671,Inactive,1,,,8
3813,24800055,16191724,Inactive,3,,,4
3814,24800151,16191820,Inactive,13,,,-6
3815,24800257,16191926,Inactive,34,,,41
3816,24800295,16191964,Inactive,3,,,4
3817,24800301,16191970,Inactive,9,,,16
3818,24800350,16192019,Inactive,10,,,-3
3819,24800389,16192058,Inactive,5,,,12
3820,24800394,16192063,Inactive,9,,,-2
3821,24800594,16192263,Inactive,50,,,57
3822,24800609,16192278,Inactive,4,,,3
3823,24800617,16192286,Inactive,7,,,14
3824,24800686,16192355,Inactive,4,,,3
3825,24800693,16192362,Inactive,5,,,12
3826,24800719,16192388,Inactive,3,,,4
3827,24801035,2866136,Inactive,36,,,-29
3828,24801109,763650,Inactive,2,,,5
3829,24801126,1125937,Inactive,15,,,-8
3830,24801162,739078,Inactive,4,,,11
3831,24801230,2896970,Inactive,7,,,0
3832,24801232,221849,Inactive,5,,,12
3833,24801244,763549,Inactive,0,,,7
3834,24801308,2858900,Inactive,4,,,11
3835,24801349,1736240,Inactive,32,,,39
3836,24801393,9594064,Inactive,3,,,4
3837,24801449,2289888,Inactive,10,,,-3
3838,24801450,780275,Inactive,4,,,3
3839,24801510,5765575,Inactive,7,,,0
3840,24801522,1753701,Inactive,38,,,45
3841,24801726,6485381,Inactive,10,,,-3
3842,24801797,2952332,Inactive,2,,,5
3843,24801870,787270,Inactive,14,,,-7
3844,24801873,3195594,Inactive,6,,,1
3845,24801875,814994,Inactive,4,,,3
3846,24801896,3171813,Inactive,2,,,5
3847,24801898,2879378,Inactive,14,,,-7
3848,24801938,3136221,Inactive,2,,,5
3849,24801949,3207147,Inactive,7,,,0
3850,24801972,3145022,Inactive,1,,,8
3851,24801977,3206866,Inactive,12,,,19
3852,24801990,1725463,Inactive,3,,,4
3853,24801995,5754774,Inactive,15,,,-8
3854,24801999,3186189,Inactive,3,,,4
3855,24802000,3195134,Inactive,9,,,-2
3856,24802002,786044,Inactive,3,,,4
3857,24802053,846131,Inactive,3,,,10
3858,24802054,3206813,Inactive,15,,,-8
3859,24802061,1453404,Inactive,11,,,-4
3860,24802062,3147326,Inactive,6,,,1
3861,24802063,1165805,Inactive,2,,,5
3862,24802135,135455107,Inactive,2,,,9
3863,24802178,1459123,Inactive,6,,,1
3864,24802197,775522,Inactive,1,,,6
3865,24802201,1073970,Inactive,5,,,2
3866,24802202,1073906,Inactive,3,,,10
3867,24802262,5340560,Inactive,11,,,-4
3868,24802318,2178077,Inactive,6,,,1
3869,24802437,9593084,Inactive,6,,,13
3870,24802516,135451622,Inactive,34,,,-27
3871,24802642,16192590,Inactive,14,,,21
3872,24802670,16192591,Inactive,22,,,29
3873,24802756,2847950,Inactive,9,,,-2
3874,24802949,1142760,Inactive,17,,,-10
3875,24802954,5756985,Inactive,39,,,-32
3876,24802966,16192607,Inactive,9,,,16
3877,24802989,135402610,Inactive,6,,,1
3878,24802992,2989721,Inactive,5,,,2
3879,24803011,3142696,Inactive,27,,,34
3880,24803304,2919564,Inactive,29,,,36
3881,24803509,3161360,Inactive,37,,,-30
3882,24803573,1348373,Inactive,5,,,2
3883,24803706,1306410,Inactive,6,,,13
3884,24803754,2140739,Inactive,38,,,-31
3885,24804061,3094421,Inactive,6,,,1
3886,24804182,3218135,Inactive,10,,,17
3887,24804290,3217779,Inactive,21,,,28
3888,24804364,3228763,Inactive,32,,,-25
3889,24804372,3110938,Inactive,9,,,-2
3890,24804448,3161315,Inactive,8,,,-1
3891,24804508,5334811,Inactive,3,,,4
3892,24804561,768382,Inactive,10,,,-3
3893,24804606,2997006,Inactive,9,,,-2
3894,24804668,2997261,Inactive,9,,,-2
3895,24804677,3163886,Inactive,1,,,8
3896,24804683,2843815,Inactive,17,,,24
3897,24805309,16192712,Inactive,29,,,-22
3898,24805470,135451167,Inactive,14,,,-7
3899,24805517,745687,Inactive,4,,,3
3900,24805632,684228,Inactive,9,,,-2
3901,24805725,3100742,Inactive,9,,,-2
3902,24805736,16192733,Inactive,10,,,-3
3903,24805751,798993,Inactive,9,,,-2
3904,24805777,2215366,Inactive,7,,,0
3905,24805843,2911518,Inactive,18,,,25
3906,24805892,2255904,Inactive,29,,,36
3907,24805971,2902952,Inactive,10,,,-3
3908,24806058,1451473,Inactive,3,,,4
3909,24806068,1446150,Inactive,11,,,-4
3910,24806109,5446268,Inactive,3,,,4
3911,24806174,5761537,Inactive,35,,,-28
3912,24806227,5409723,Inactive,19,,,-12
3913,24806276,248840,Inactive,0,,,7
3914,24806280,512832,Inactive,5,,,2
3915,24806489,2884056,Inactive,0,,,7
3916,24806519,3227325,Inactive,15,,,-8
3917,24806547,1569243,Inactive,44,,,-37
3918,24806576,556130,Inactive,15,,,-8
3919,24806593,833786,Inactive,3,,,4
3920,24806594,753110,Inactive,2,,,5
3921,24806662,9590822,Inactive,7,,,0
3922,24806685,3210858,Inactive,11,,,-4
3923,24806692,3230292,Inactive,3,,,4
3924,24806714,16192792,Inactive,42,,,49
3925,24806766,674991,Inactive,12,,,-5
3926,24806779,16192798,Inactive,33,,,40
3927,24806797,1166350,Inactive,17,,,-10
3928,24806813,3808958,Inactive,8,,,-1
3929,24806820,2908311,Inactive,48,,,55
3930,24806925,16192804,Inactive,30,,,-23
3931,24806936,16192807,Inactive,6,,,1
3932,24807031,2908640,Inactive,42,,,49
3933,24807033,2908803,Inactive,6,,,1
3934,24807053,9590654,Inactive,5,,,2
3935,24807085,2169083,Inactive,16,,,23
3936,24807099,5291166,Inactive,45,,,-38
3937,24807100,2928147,Inactive,9,,,-2
3938,24807195,9590748,Inactive,61,,,68
3939,24807277,3222295,Inactive,31,,,-24
3940,24807335,3157890,Inactive,1,,,6
3941,24807344,1465905,Inactive,0,,,7
3942,24807402,3157003,Inactive,6,,,1
3943,24807483,947501,Inactive,6,,,1
3944,24807507,593928,Inactive,3,,,4
3945,24807522,3210215,Inactive,5,,,2
3946,24807544,9593998,Inactive,1,,,8
3947,24807607,3174528,Inactive,23,,,-16
3948,24807611,3219520,Inactive,11,,,-4
3949,24807614,16192848,Inactive,6,,,1
3950,24807641,3230237,Inactive,10,,,-3
3951,24807642,2924596,Inactive,12,,,-5
3952,24807670,16192850,Inactive,6,,,1
3953,24807699,3155669,Inactive,5,,,2
3954,24807716,3221310,Inactive,7,,,0
3955,24807725,1467855,Inactive,36,,,-29
3956,24807726,3071506,Inactive,7,,,0
3957,24807728,135413013,Inactive,7,,,0
3958,24807732,3218088,Inactive,13,,,-6
3959,24807743,1451433,Inactive,21,,,-14
3960,24807744,16192857,Inactive,28,,,-21
3961,24807747,3153358,Inactive,33,,,-26
3962,24807748,78027,Inactive,14,,,-7
3963,24807749,1462999,Inactive,3,,,4
3964,24807750,3218139,Inactive,11,,,18
3965,24807753,3213890,Inactive,12,,,-5
3966,24807754,1445437,Inactive,9,,,-2
3967,24807761,16192858,Inactive,10,,,17
3968,24807768,3217922,Inactive,9,,,-2
3969,24807793,1451343,Inactive,13,,,-6
3970,24807803,5761538,Inactive,21,,,-14
3971,24807815,135423512,Inactive,2,,,5
3972,24807823,1643486,Inactive,16,,,-9
3973,24807851,855603,Inactive,8,,,-1
3974,24807967,3136671,Inactive,14,,,-7
3975,24807968,973067,Inactive,8,,,-1
3976,24807977,1154254,Inactive,9,,,-2
3977,24807985,1570038,Inactive,2,,,5
3978,24808021,5770910,Inactive,13,,,-6
3979,24808049,2938852,Inactive,1,,,6
3980,24808057,1441103,Inactive,11,,,18
3981,24808062,1074705,Inactive,2,,,5
3982,24808120,1092442,Inactive,6,,,1
3983,24808122,1084411,Inactive,7,,,0
3984,24808150,3224113,Inactive,1,,,8
3985,24808151,1454901,Inactive,35,,,-28
3986,24808152,3222065,Inactive,28,,,-21
3987,24808172,3154015,Inactive,13,,,-6
3988,24808393,3205214,Inactive,3,,,4
3989,24808451,882134,Inactive,14,,,-7
3990,24808467,539260,Inactive,7,,,0
3991,24808475,16192912,Inactive,40,,,-33
3992,24808487,5348455,Inactive,8,,,-1
3993,24808489,803078,Inactive,10,,,-3
3994,24808504,5249998,Inactive,0,,,7
3995,24808506,16192913,Inactive,15,,,-8
3996,24808528,2574254,Inactive,8,,,-1
3997,24808533,735961,Inactive,8,,,-1
3998,24808547,5790432,Inactive,7,,,0
3999,24808559,1508466,Inactive,7,,,0
4000,24808573,772860,Inactive,8,,,-1
4001,24808579,4320325,Inactive,1,,,6
4002,24808582,750225,Inactive,14,,,-7
4003,24808583,751492,Inactive,12,,,-5
4004,24808591,600362,Inactive,4,,,3
4005,24808677,4230513,Inactive,6,,,1
4006,24808718,3221615,Inactive,35,,,42
4007,24808800,3219777,Inactive,12,,,-5
4008,24808881,4888956,Inactive,6,,,1
4009,24808893,4027662,Inactive,13,,,-6
4010,24808898,4603601,Inactive,9,,,-2
4011,24808930,137292,Inactive,8,,,15
4012,24808981,3227439,Inactive,11,,,-4
4013,24808987,616539,Inactive,0,,,7
4014,24808990,4916052,Inactive,1,,,8
4015,24809126,1713451,Inactive,1,,,6
4016,24809220,3217186,Inactive,26,,,33
4017,24809232,1433607,Inactive,12,,,-5
4018,24809288,738162,Inactive,13,,,-6
4019,24809317,16192954,Inactive,32,,,39
4020,24809405,788674,Inactive,7,,,0
4021,24809455,937800,Inactive,10,,,-3
4022,24809456,1087038,Inactive,8,,,-1
4023,24809487,3212515,Inactive,3,,,10
4024,24809501,3211273,Inactive,1,,,6
4025,24809519,3211133,Inactive,11,,,-4
4026,24809553,767778,Inactive,4,,,11
4027,24809628,3514191,Inactive,10,,,-3
4028,24809651,743997,Inactive,1,,,6
4029,24809679,730482,Inactive,11,,,-4
4030,24809691,718070,Inactive,9,,,-2
4031,24809704,55704,Inactive,28,,,35
4032,24809709,2894141,Inactive,8,,,-1
4033,24809716,2858731,Inactive,4,,,3
4034,24809731,2873782,Inactive,10,,,-3
4035,24809738,2873488,Inactive,11,,,-4
4036,24809739,5764699,Inactive,12,,,-5
4037,24809775,2827482,Inactive,6,,,13
4038,24809831,3140911,Inactive,14,,,-7
4039,24809843,820980,Inactive,6,,,1
4040,24809849,16192986,Inactive,44,,,-37
4041,24809863,1903239,Inactive,20,,,-13
